Timestamp, Node, CoreEstimationIn, CoresEstimationDropped, Collusion, NodeDrop, NodeIn, NodeOut
49.5, 25,0, 0,0, 0,0, 0
49.5, 26,0, 0,0, 0,0, 0
49.5, 27,0, 0,0, 0,0, 0
54.5, 0,0, 0,0, 0,0, 0
54.5, 1,0, 0,0, 0,0, 0
54.5, 2,0, 0,0, 0,0, 0
54.5, 3,0, 0,0, 0,0, 0
54.5, 4,0, 0,0, 0,0, 0
54.5, 5,0, 0,0, 0,0, 0
54.5, 6,0, 0,0, 0,0, 0
54.5, 7,0, 0,0, 0,0, 0
54.5, 8,0, 0,0, 0,0, 0
54.5, 9,0, 0,0, 0,0, 0
54.5, 10,0, 0,0, 0,0, 0
54.5, 11,0, 0,0, 0,0, 0
54.5, 12,0, 0,0, 0,0, 0
54.5, 13,0, 0,0, 0,0, 0
54.5, 14,0, 0,0, 0,0, 0
54.5, 15,0, 0,0, 0,0, 0
54.5, 16,0, 0,0, 0,0, 0
54.5, 17,0, 0,0, 0,0, 0
54.5, 18,0, 0,0, 0,0, 0
54.5, 19,0, 0,0, 0,0, 0
54.5, 20,0, 0,0, 0,0, 0
54.5, 21,0, 0,0, 0,0, 0
54.5, 22,0, 0,0, 0,0, 0
54.5, 23,0, 0,0, 0,0, 0
54.5, 24,0, 0,0, 0,0, 0
54.5, 25,0, 0,0, 0,0, 0
54.5, 26,0, 0,0, 0,0, 0
54.5, 27,0, 0,0, 0,0, 0
59.5, 0,0, 0,0, 0,0, 0
59.5, 1,0, 0,0, 0,0, 0
59.5, 2,0, 0,0, 0,0, 0
59.5, 3,0, 0,0, 0,0, 0
59.5, 4,0, 0,0, 0,0, 0
59.5, 5,0, 0,0, 0,0, 0
59.5, 6,0, 0,0, 0,0, 0
59.5, 7,0, 0,0, 0,0, 0
59.5, 8,0, 0,0, 0,0, 0
59.5, 9,0, 0,0, 0,0, 0
59.5, 10,0, 0,0, 0,0, 0
59.5, 11,0, 0,0, 0,0, 0
59.5, 12,0, 0,0, 0,0, 0
59.5, 13,0, 0,0, 0,0, 0
59.5, 14,0, 0,0, 0,0, 0
59.5, 15,0, 0,0, 0,0, 0
59.5, 16,0, 0,0, 0,0, 0
59.5, 17,0, 0,0, 0,0, 0
59.5, 18,0, 0,0, 0,0, 0
59.5, 19,0, 0,0, 0,0, 0
59.5, 20,0, 0,0, 0,0, 0
59.5, 21,0, 0,0, 0,0, 0
59.5, 22,0, 0,0, 0,0, 0
59.5, 23,0, 0,0, 0,0, 0
59.5, 24,0, 0,0, 0,0, 0
59.5, 25,0, 0,0, 0,0, 0
59.5, 26,0, 0,0, 0,0, 0
59.5, 27,0, 0,0, 0,0, 0
64.5, 0,0, 0,0, 0,0, 0
64.5, 1,0, 0,0, 0,0, 0
64.5, 2,0, 0,0, 0,0, 0
64.5, 3,0, 0,0, 0,0, 0
64.5, 4,0, 0,0, 0,0, 0
64.5, 5,0, 0,0, 0,0, 0
64.5, 6,0, 0,0, 0,0, 0
64.5, 7,0, 0,0, 0,0, 0
64.5, 8,0, 0,0, 0,0, 0
64.5, 9,0, 0,0, 0,0, 0
64.5, 10,0, 0,0, 0,0, 0
64.5, 11,0, 0,0, 0,0, 0
64.5, 12,0, 0,0, 0,0, 0
64.5, 13,0, 0,0, 0,0, 0
64.5, 14,0, 0,0, 0,0, 0
64.5, 15,0, 0,0, 0,0, 0
64.5, 16,0, 0,0, 0,0, 0
64.5, 17,0, 0,0, 0,0, 0
64.5, 18,0, 0,0, 0,0, 0
64.5, 19,0, 0,0, 0,0, 0
64.5, 20,0, 0,0, 0,0, 0
64.5, 21,0, 0,0, 0,0, 0
64.5, 22,0, 0,0, 0,0, 0
64.5, 23,0, 0,0, 0,0, 0
64.5, 24,0, 0,0, 0,0, 0
64.5, 25,0, 0,0, 0,0, 0
64.5, 26,0, 0,0, 0,0, 0
64.5, 27,0, 0,0, 0,0, 0
69.5, 0,0, 0,0, 0,0, 0
69.5, 1,0, 0,0, 0,0, 0
69.5, 2,0, 0,0, 0,0, 0
69.5, 3,0, 0,0, 0,0, 0
69.5, 4,0, 0,0, 0,0, 0
69.5, 5,0, 0,0, 0,0, 0
69.5, 6,0, 0,0, 0,0, 0
69.5, 7,0, 0,0, 0,0, 0
69.5, 8,0, 0,0, 0,0, 0
69.5, 9,0, 0,0, 0,0, 0
69.5, 10,0, 0,0, 0,0, 0
69.5, 11,0, 0,0, 0,0, 0
69.5, 12,0, 0,0, 0,0, 0
69.5, 13,0, 0,0, 0,0, 0
69.5, 14,0, 0,0, 0,0, 0
69.5, 15,0, 0,0, 0,0, 0
69.5, 16,0, 0,0, 0,0, 0
69.5, 17,0, 0,0, 0,0, 0
69.5, 18,0, 0,0, 0,0, 0
69.5, 19,0, 0,0, 0,0, 0
69.5, 20,0, 0,0, 0,0, 0
69.5, 21,0, 0,0, 0,0, 0
69.5, 22,0, 0,0, 0,0, 0
69.5, 23,0, 0,0, 0,0, 0
69.5, 24,0, 0,0, 0,0, 0
69.5, 25,0, 0,0, 0,0, 0
69.5, 26,0, 0,0, 0,0, 0
69.5, 27,0, 0,0, 0,0, 0
74.5, 0,0, 0,0, 0,0, 0
74.5, 1,0, 0,0, 0,0, 0
74.5, 2,0, 0,0, 0,0, 0
74.5, 3,0, 0,0, 0,0, 0
74.5, 4,0, 0,0, 0,0, 0
74.5, 5,0, 0,0, 0,0, 0
74.5, 6,0, 0,0, 0,0, 0
74.5, 7,0, 0,0, 0,0, 0
74.5, 8,0, 0,0, 0,0, 0
74.5, 9,0, 0,0, 0,0, 0
74.5, 10,0, 0,0, 0,0, 0
74.5, 11,0, 0,0, 0,0, 0
74.5, 12,0, 0,0, 0,0, 0
74.5, 13,0, 0,0, 0,0, 0
74.5, 14,0, 0,0, 0,0, 0
74.5, 15,0, 0,0, 0,0, 0
74.5, 16,0, 0,0, 0,0, 0
74.5, 17,0, 0,0, 0,0, 0
74.5, 18,0, 0,0, 0,0, 0
74.5, 19,0, 0,0, 0,0, 0
74.5, 20,0, 0,0, 0,0, 0
74.5, 21,0, 0,0, 0,0, 0
74.5, 22,0, 0,0, 0,0, 0
74.5, 23,0, 0,0, 0,0, 0
74.5, 24,0, 0,0, 0,0, 0
74.5, 25,0, 0,0, 0,0, 0
74.5, 26,0, 0,0, 0,0, 0
74.5, 27,0, 0,0, 0,0, 0
79.5, 0,0, 0,0, 0,0, 0
79.5, 1,0, 0,0, 0,0, 0
79.5, 2,0, 0,0, 0,0, 0
79.5, 3,0, 0,0, 0,0, 0
79.5, 4,0, 0,0, 0,0, 0
79.5, 5,0, 0,0, 0,0, 0
79.5, 6,0, 0,0, 0,0, 0
79.5, 7,0, 0,0, 0,0, 0
79.5, 8,0, 0,0, 0,0, 0
79.5, 9,0, 0,0, 0,0, 0
79.5, 10,0, 0,0, 0,0, 0
79.5, 11,0, 0,0, 0,0, 0
79.5, 12,0, 0,0, 0,0, 0
79.5, 13,0, 0,0, 0,0, 0
79.5, 14,0, 0,0, 0,0, 0
79.5, 15,0, 0,0, 0,0, 0
79.5, 16,0, 0,0, 0,0, 0
79.5, 17,0, 0,0, 0,0, 0
79.5, 18,0, 0,0, 0,0, 0
79.5, 19,0, 0,0, 0,0, 0
79.5, 20,0, 0,0, 0,0, 0
79.5, 21,0, 0,0, 0,0, 0
79.5, 22,0, 0,0, 0,0, 0
79.5, 23,0, 0,0, 0,0, 0
79.5, 24,0, 0,0, 0,0, 0
79.5, 25,0, 0,0, 0,0, 0
79.5, 26,0, 0,0, 0,0, 0
79.5, 27,0, 0,0, 0,0, 0
84.5, 0,0, 0,0, 0,0, 0
84.5, 1,0, 0,0, 0,0, 0
84.5, 2,0, 0,0, 0,0, 0
84.5, 3,0, 0,0, 0,0, 0
84.5, 4,0, 0,0, 0,0, 0
84.5, 5,0, 0,0, 0,0, 0
84.5, 6,0, 0,0, 0,0, 0
84.5, 7,0, 0,0, 0,0, 0
84.5, 8,0, 0,0, 0,0, 0
84.5, 9,0, 0,0, 0,0, 0
84.5, 10,0, 0,0, 0,0, 0
84.5, 11,0, 0,0, 0,0, 0
84.5, 12,0, 0,0, 0,0, 0
84.5, 13,0, 0,0, 0,0, 0
84.5, 14,0, 0,0, 0,0, 0
84.5, 15,0, 0,0, 0,0, 0
84.5, 16,0, 0,0, 0,0, 0
84.5, 17,0, 0,0, 0,0, 0
84.5, 18,0, 0,0, 0,0, 0
84.5, 19,0, 0,0, 0,0, 0
84.5, 20,0, 0,0, 0,0, 0
84.5, 21,0, 0,0, 0,0, 0
84.5, 22,0, 0,0, 0,0, 0
84.5, 23,0, 0,0, 0,0, 0
84.5, 24,0, 0,0, 0,0, 0
84.5, 25,0, 0,0, 0,0, 0
84.5, 26,0, 0,0, 0,0, 0
84.5, 27,0, 0,0, 0,0, 0
89.5, 0,0, 0,0, 0,0, 0
89.5, 1,0, 0,0, 0,0, 0
89.5, 2,0, 0,0, 0,0, 0
89.5, 3,0, 0,0, 0,0, 0
89.5, 4,0, 0,0, 0,0, 0
89.5, 5,0, 0,0, 0,0, 0
89.5, 6,0, 0,0, 0,0, 0
89.5, 7,0, 0,0, 0,0, 0
89.5, 8,0, 0,0, 0,0, 0
89.5, 9,0, 0,0, 0,0, 0
89.5, 10,0, 0,0, 0,0, 0
89.5, 11,0, 0,0, 0,0, 0
89.5, 12,0, 0,0, 0,0, 0
89.5, 13,0, 0,0, 0,0, 0
89.5, 14,0, 0,0, 0,0, 0
89.5, 15,0, 0,0, 0,0, 0
89.5, 16,0, 0,0, 0,0, 0
89.5, 17,0, 0,0, 0,0, 0
89.5, 18,0, 0,0, 0,0, 0
89.5, 19,0, 0,0, 0,0, 0
89.5, 20,0, 0,0, 0,0, 0
89.5, 21,0, 0,0, 0,0, 0
89.5, 22,0, 0,0, 0,0, 0
89.5, 23,0, 0,0, 0,0, 0
89.5, 24,0, 0,0, 0,0, 0
89.5, 25,0, 0,0, 0,0, 0
89.5, 26,0, 0,0, 0,0, 0
89.5, 27,0, 0,0, 0,0, 0
94.5, 0,0, 0,0, 0,0, 0
94.5, 1,0, 0,0, 0,0, 0
94.5, 2,0, 0,0, 0,0, 0
94.5, 3,0, 0,0, 0,0, 0
94.5, 4,0, 0,0, 0,0, 0
94.5, 5,0, 0,0, 0,0, 0
94.5, 6,0, 0,0, 0,0, 0
94.5, 7,0, 0,0, 0,0, 0
94.5, 8,0, 0,0, 0,0, 0
94.5, 9,0, 0,0, 0,0, 0
94.5, 10,0, 0,0, 0,0, 0
94.5, 11,0, 0,0, 0,0, 0
94.5, 12,0, 0,0, 0,0, 0
94.5, 13,0, 0,0, 0,0, 0
94.5, 14,0, 0,0, 0,0, 0
94.5, 15,0, 0,0, 0,0, 0
94.5, 16,0, 0,0, 0,0, 0
94.5, 17,0, 0,0, 0,0, 0
94.5, 18,0, 0,0, 0,0, 0
94.5, 19,0, 0,0, 0,0, 0
94.5, 20,0, 0,0, 0,0, 0
94.5, 21,0, 0,0, 0,0, 0
94.5, 22,0, 0,0, 0,0, 0
94.5, 23,0, 0,0, 0,0, 0
94.5, 24,0, 0,0, 0,0, 0
94.5, 25,0, 0,0, 0,0, 0
94.5, 26,0, 0,0, 0,0, 0
94.5, 27,0, 0,0, 0,0, 0
99.5, 0,0, 0,0, 0,0, 0
99.5, 1,0, 0,0, 0,0, 0
99.5, 2,0, 0,0, 0,0, 0
99.5, 3,0, 0,0, 0,0, 0
99.5, 4,0, 0,0, 0,0, 0
99.5, 5,0, 0,0, 0,0, 0
99.5, 6,0, 0,0, 0,0, 0
99.5, 7,0, 0,0, 0,0, 0
99.5, 8,0, 0,0, 0,0, 0
99.5, 9,0, 0,0, 0,0, 0
99.5, 10,0, 0,0, 0,0, 0
99.5, 11,0, 0,0, 0,0, 0
99.5, 12,0, 0,0, 0,0, 0
99.5, 13,0, 0,0, 0,0, 0
99.5, 14,0, 0,0, 0,0, 0
99.5, 15,0, 0,0, 0,0, 0
99.5, 16,0, 0,0, 0,0, 0
99.5, 17,0, 0,0, 0,0, 0
99.5, 18,0, 0,0, 0,0, 0
99.5, 19,0, 0,0, 0,0, 0
99.5, 20,0, 0,0, 0,0, 0
99.5, 21,0, 0,0, 0,0, 0
99.5, 22,0, 0,0, 0,0, 0
99.5, 23,0, 0,0, 0,0, 0
99.5, 24,0, 0,0, 0,0, 0
99.5, 25,0, 0,0, 0,0, 0
99.5, 26,0, 0,0, 0,0, 0
99.5, 27,0, 0,0, 0,0, 0
104.5, 0,0, 0,0, 0,0, 0
104.5, 1,0, 0,0, 0,0, 0
104.5, 2,0, 0,0, 0,0, 0
104.5, 3,0, 0,0, 0,0, 0
104.5, 4,0, 0,0, 0,0, 0
104.5, 5,0, 0,0, 0,0, 0
104.5, 6,0, 0,0, 0,0, 0
104.5, 7,0, 0,0, 0,0, 0
104.5, 8,0, 0,0, 0,0, 0
104.5, 9,0, 0,0, 0,0, 0
104.5, 10,0, 0,0, 0,0, 0
104.5, 11,0, 0,0, 0,0, 0
104.5, 12,0, 0,0, 0,0, 0
104.5, 13,0, 0,0, 0,0, 0
104.5, 14,0, 0,0, 0,0, 0
104.5, 15,0, 0,0, 0,0, 0
104.5, 16,0, 0,0, 0,0, 0
104.5, 17,0, 0,0, 0,0, 0
104.5, 18,0, 0,0, 0,0, 0
104.5, 19,0, 0,0, 0,0, 0
104.5, 20,0, 0,0, 0,0, 0
104.5, 21,0, 0,0, 0,0, 0
104.5, 22,0, 0,0, 0,0, 0
104.5, 23,0, 0,0, 0,0, 0
104.5, 24,0, 0,0, 0,0, 0
104.5, 25,0, 0,0, 0,0, 0
104.5, 26,0, 0,0, 0,0, 0
104.5, 27,0, 0,0, 0,0, 0
109.5, 0,0, 0,0, 0,0, 0
109.5, 1,0, 0,0, 0,0, 0
109.5, 2,0, 0,0, 0,0, 0
109.5, 3,0, 0,0, 0,0, 0
109.5, 4,0, 0,0, 0,0, 0
109.5, 5,0, 0,0, 0,0, 0
109.5, 6,0, 0,0, 0,0, 0
109.5, 7,0, 0,0, 0,0, 0
109.5, 8,0, 0,0, 0,0, 0
109.5, 9,0, 0,0, 0,0, 0
109.5, 10,0, 0,0, 0,0, 0
109.5, 11,0, 0,0, 0,0, 0
109.5, 12,0, 0,0, 0,0, 0
109.5, 13,0, 0,0, 0,0, 0
109.5, 14,0, 0,0, 0,0, 0
109.5, 15,0, 0,0, 0,0, 0
109.5, 16,0, 0,0, 0,0, 0
109.5, 17,0, 0,0, 0,0, 0
109.5, 18,0, 0,0, 0,0, 0
109.5, 19,0, 0,0, 0,0, 0
109.5, 20,0, 0,0, 0,0, 0
109.5, 21,0, 0,0, 0,0, 0
109.5, 22,0, 0,0, 0,0, 0
109.5, 23,0, 0,0, 0,0, 0
109.5, 24,0, 0,0, 0,0, 0
109.5, 25,0, 0,0, 0,0, 0
109.5, 26,0, 0,0, 0,0, 0
109.5, 27,0, 0,0, 0,0, 0
114.5, 0,0, 0,0, 0,0, 0
114.5, 1,0, 0,0, 0,0, 0
114.5, 2,0, 0,0, 0,0, 0
114.5, 3,0, 0,0, 0,0, 0
114.5, 4,0, 0,0, 0,0, 0
114.5, 5,0, 0,0, 0,0, 0
114.5, 6,0, 0,0, 0,0, 0
114.5, 7,0, 0,0, 0,0, 0
114.5, 8,0, 0,0, 0,0, 0
114.5, 9,0, 0,0, 0,0, 0
114.5, 10,0, 0,0, 0,0, 0
114.5, 11,0, 0,0, 0,0, 0
114.5, 12,0, 0,0, 0,0, 0
114.5, 13,0, 0,0, 0,0, 0
114.5, 14,0, 0,0, 0,0, 0
114.5, 15,0, 0,0, 0,0, 0
114.5, 16,0, 0,0, 0,0, 0
114.5, 17,0, 0,0, 0,0, 0
114.5, 18,0, 0,0, 0,0, 0
114.5, 19,0, 0,0, 0,0, 0
114.5, 20,0, 0,0, 0,0, 0
114.5, 21,0, 0,0, 0,0, 0
114.5, 22,0, 0,0, 0,0, 0
114.5, 23,0, 0,0, 0,0, 0
114.5, 24,0, 0,0, 0,0, 0
114.5, 25,0, 0,0, 0,0, 0
114.5, 26,0, 0,0, 0,0, 0
114.5, 27,0, 0,0, 0,0, 0
119.5, 0,0, 0,0, 0,0, 0
119.5, 1,0, 0,0, 0,0, 0
119.5, 2,0, 0,0, 0,0, 0
119.5, 3,0, 0,0, 0,0, 0
119.5, 4,0, 0,0, 0,0, 0
119.5, 5,0, 0,0, 0,0, 0
119.5, 6,0, 0,0, 0,0, 0
119.5, 7,0, 0,0, 0,0, 0
119.5, 8,0, 0,0, 0,0, 0
119.5, 9,0, 0,0, 0,0, 0
119.5, 10,0, 0,0, 0,0, 0
119.5, 11,0, 0,0, 0,0, 0
119.5, 12,0, 0,0, 0,0, 0
119.5, 13,0, 0,0, 0,0, 0
119.5, 14,0, 0,0, 0,0, 0
119.5, 15,0, 0,0, 0,0, 0
119.5, 16,0, 0,0, 0,0, 0
119.5, 17,0, 0,0, 0,0, 0
119.5, 18,0, 0,0, 0,0, 0
119.5, 19,0, 0,0, 0,0, 0
119.5, 20,0, 0,0, 0,0, 0
119.5, 21,0, 0,0, 0,0, 0
119.5, 22,0, 0,0, 0,0, 0
119.5, 23,0, 0,0, 0,0, 0
119.5, 24,0, 0,0, 0,0, 0
119.5, 25,0, 0,0, 0,0, 0
119.5, 26,0, 0,0, 0,0, 0
119.5, 27,0, 0,0, 0,0, 0
124.5, 0,0, 0,0, 0,0, 0
124.5, 1,0, 0,0, 0,0, 0
124.5, 2,0, 0,0, 0,0, 0
124.5, 3,0, 0,0, 0,0, 0
124.5, 4,0, 0,0, 0,0, 0
124.5, 5,0, 0,0, 0,0, 0
124.5, 6,0, 0,0, 0,0, 0
124.5, 7,0, 0,0, 0,0, 0
124.5, 8,0, 0,0, 0,0, 0
124.5, 9,0, 0,0, 0,0, 0
124.5, 10,0, 0,0, 0,0, 0
124.5, 11,0, 0,0, 0,0, 0
124.5, 12,0, 0,0, 0,0, 0
124.5, 13,0, 0,0, 0,0, 0
124.5, 14,0, 0,0, 0,0, 0
124.5, 15,0, 0,0, 0,0, 0
124.5, 16,0, 0,0, 0,0, 0
124.5, 17,0, 0,0, 0,0, 0
124.5, 18,0, 0,0, 0,0, 0
124.5, 19,0, 0,0, 0,0, 0
124.5, 20,0, 0,0, 0,0, 0
124.5, 21,0, 0,0, 0,0, 0
124.5, 22,0, 0,0, 0,0, 0
124.5, 23,0, 0,0, 0,0, 0
124.5, 24,0, 0,0, 0,0, 0
124.5, 25,0, 0,0, 0,0, 0
124.5, 26,0, 0,0, 0,0, 0
124.5, 27,0, 0,0, 0,0, 0
129.5, 0,0, 0,0, 0,0, 0
129.5, 1,0, 0,0, 0,0, 0
129.5, 2,0, 0,0, 0,0, 0
129.5, 3,0, 0,0, 0,0, 0
129.5, 4,0, 0,0, 0,0, 0
129.5, 5,0, 0,0, 0,0, 0
129.5, 6,0, 0,0, 0,0, 0
129.5, 7,0, 0,0, 0,0, 0
129.5, 8,0, 0,0, 0,0, 0
129.5, 9,0, 0,0, 0,0, 0
129.5, 10,0, 0,0, 0,0, 0
129.5, 11,0, 0,0, 0,0, 0
129.5, 12,0, 0,0, 0,0, 0
129.5, 13,0, 0,0, 0,0, 0
129.5, 14,0, 0,0, 0,0, 0
129.5, 15,0, 0,0, 0,0, 0
129.5, 16,0, 0,0, 0,0, 0
129.5, 17,0, 0,0, 0,0, 0
129.5, 18,0, 0,0, 0,0, 0
129.5, 19,0, 0,0, 0,0, 0
129.5, 20,0, 0,0, 0,0, 0
129.5, 21,0, 0,0, 0,0, 0
129.5, 22,0, 0,0, 0,0, 0
129.5, 23,0, 0,0, 0,0, 0
129.5, 24,0, 0,0, 0,0, 0
129.5, 25,0, 0,0, 0,0, 0
129.5, 26,0, 0,0, 0,0, 0
129.5, 27,0, 0,0, 0,0, 0
134.5, 0,0, 0,0, 0,0, 0
134.5, 1,0, 0,0, 0,0, 0
134.5, 2,0, 0,0, 0,0, 0
134.5, 3,0, 0,0, 0,0, 0
134.5, 4,0, 0,0, 0,0, 0
134.5, 5,0, 0,0, 0,0, 0
134.5, 6,0, 0,0, 0,0, 0
134.5, 7,0, 0,0, 0,0, 0
134.5, 8,0, 0,0, 0,0, 0
134.5, 9,0, 0,0, 0,0, 0
134.5, 10,0, 0,0, 0,0, 0
134.5, 11,0, 0,0, 0,0, 0
134.5, 12,0, 0,0, 0,0, 0
134.5, 13,0, 0,0, 0,0, 0
134.5, 14,0, 0,0, 0,0, 0
